Soil Moisture,Temperature,Soil Humidity,Status
42,26,56,ON
81,14,32,ON
56,2,25,OFF
76,26,70,ON
66,18,58,OFF
87,13,69,OFF
30,26,55,ON
78,24,44,ON
48,14,57,OFF
39,44,55,ON
83,29,33,OFF
84,20,60,OFF
54,42,64,ON
16,8,69,OFF
73,42,60,OFF
57,29,65,ON
32,36,23,ON
81,2,62,OFF
47,31,67,ON
54,38,60,OFF
27,24,30,OFF
60,24,66,ON
37,3,33,OFF
58,18,53,OFF
57,8,39,ON
1,29,37,OFF
4,43,43,ON
39,35,57,OFF
44,19,54,OFF
70,17,40,ON
62,38,50,ON
83,36,65,ON
66,6,67,ON
70,11,29,OFF
32,5,59,OFF
20,6,49,ON
51,5,65,ON
9,2,38,ON
53,33,63,ON
45,43,34,ON
68,22,44,OFF
77,40,40,ON
79,1,46,OFF
64,11,54,OFF
50,27,43,ON
39,2,32,ON
27,19,25,OFF
79,6,45,OFF
63,7,70,OFF
34,28,53,ON
12,5,46,ON
86,21,25,OFF
60,19,20,OFF
46,5,44,OFF
70,32,41,ON
69,24,62,OFF
21,21,24,OFF
12,21,25,ON
43,7,40,OFF
5,11,37,ON
47,2,60,OFF
48,34,55,ON
79,36,29,OFF
51,10,53,OFF
2,23,46,ON
17,33,37,ON
77,29,39,OFF
25,21,25,OFF
7,7,25,OFF
64,38,58,ON
24,28,53,ON
13,31,43,ON
46,27,44,ON
68,7,54,OFF
47,12,61,OFF
2,19,68,OFF
67,2,64,ON
26,11,40,ON
87,41,20,OFF
23,7,33,ON
46,10,36,OFF
30,40,68,ON
72,18,22,OFF
56,2,51,OFF
69,30,42,OFF
42,25,45,ON
29,21,58,OFF
6,15,38,ON
48,41,59,ON
44,5,28,OFF
80,38,39,OFF
30,22,44,ON
41,11,21,OFF
61,13,67,ON
28,6,59,OFF
13,9,65,ON
14,13,47,OFF
31,31,56,OFF
50,22,54,OFF
30,12,31,ON
80,12,27,OFF
35,38,20,ON
4,6,28,ON
79,24,53,OFF
66,30,59,OFF
15,3,22,ON
67,24,37,ON
4,13,27,ON
65,42,29,OFF
63,2,40,OFF
67,5,62,OFF
61,6,43,OFF
39,16,49,OFF
33,12,66,ON
45,44,41,ON
24,10,54,OFF
55,9,51,ON
41,38,22,ON
72,30,37,ON
10,17,65,ON
52,21,32,OFF
75,44,27,OFF
90,30,45,OFF
28,16,59,OFF
62,6,60,OFF
60,39,70,OFF
74,0,36,OFF
44,6,35,ON
60,6,63,OFF
65,32,24,OFF
14,22,46,ON
32,12,47,OFF
84,41,61,OFF
42,18,44,ON
73,39,43,ON
55,42,21,ON
17,43,46,ON
61,21,52,ON
32,6,57,ON
89,32,67,OFF
24,6,51,OFF
43,28,63,ON
44,42,51,ON
60,1,49,OFF
44,9,43,OFF
80,34,56,OFF
44,11,32,OFF
6,36,47,ON
50,13,39,ON
53,12,26,OFF
42,45,31,ON
55,8,24,OFF
40,31,27,ON
1,16,41,ON
14,42,69,ON
47,37,70,ON
75,38,21,OFF
14,21,48,ON
38,37,55,ON
74,19,42,OFF
24,17,24,OFF
30,23,44,ON
23,44,50,ON
67,12,31,OFF
7,0,69,ON
51,44,42,ON
86,32,54,ON
18,31,51,OFF
4,9,34,OFF
35,34,45,ON
22,32,62,ON
8,15,51,ON
23,34,28,ON
41,14,59,OFF
57,1,41,OFF
18,22,50,ON
70,34,32,OFF
77,42,32,ON
37,35,42,ON
9,38,35,ON
1,23,58,ON
40,34,47,ON
67,43,21,ON
13,1,22,ON
28,42,30,ON
26,15,27,OFF
85,31,68,OFF
25,41,54,ON
77,1,33,ON
54,39,31,ON
45,34,67,ON
52,19,28,ON
14,17,20,ON
31,38,49,OFF
84,26,47,OFF
70,32,35,OFF
20,13,66,OFF
41,13,50,OFF
2,23,31,ON
64,29,57,ON
39,36,51,OFF
11,28,60,ON
39,43,47,ON
15,10,28,OFF
35,27,37,ON
34,8,60,OFF
17,19,56,OFF
60,30,67,ON
65,39,45,ON
77,30,27,OFF
15,33,27,ON
41,23,25,OFF
34,29,65,ON
57,30,47,OFF
78,37,61,OFF
90,10,49,OFF
56,7,63,OFF
39,26,40,ON
58,25,37,ON
32,24,44,ON
38,14,46,ON
27,32,34,ON
11,39,59,ON
49,9,44,OFF
1,26,23,ON
87,24,35,OFF
57,11,61,ON
90,28,70,OFF
75,8,52,OFF
2,7,44,ON
47,27,44,ON
54,21,23,ON
20,18,24,ON
76,31,38,ON
85,16,22,OFF
38,31,47,ON
10,32,69,ON
8,34,42,OFF
14,31,59,ON
45,33,66,ON
30,22,50,OFF
35,3,33,ON
84,30,31,OFF
63,33,67,ON
16,31,49,ON
19,20,57,ON
26,6,29,OFF
82,24,35,OFF
51,23,37,ON
74,39,30,OFF
3,43,42,OFF
31,17,61,OFF
8,7,21,ON
82,23,28,OFF
56,25,55,ON
21,33,50,ON
87,39,25,ON
48,28,36,ON
14,23,46,OFF
90,11,51,OFF
21,29,51,ON
75,45,69,ON
12,43,36,ON
71,9,62,OFF
44,8,33,ON
62,5,29,OFF
82,21,34,OFF
19,34,65,ON
71,35,45,ON
21,32,20,ON
38,20,69,ON
13,41,54,ON
79,33,61,ON
20,4,60,OFF
52,26,56,ON
58,5,57,ON
2,6,53,ON
16,12,44,ON
42,16,28,ON
56,20,35,ON
8,1,59,OFF
66,18,51,ON
28,22,22,OFF
90,18,39,ON
51,4,65,OFF
51,25,34,ON
28,10,54,OFF
38,41,54,ON
51,32,31,ON
17,23,47,OFF
68,38,33,OFF
5,29,67,ON
3,9,27,ON
37,21,26,ON
62,27,61,OFF
43,32,53,OFF
79,2,53,OFF
31,24,62,OFF
20,23,45,ON
16,13,63,OFF
67,25,26,OFF
69,19,62,OFF
62,25,27,OFF
38,38,31,ON
7,6,37,OFF
15,30,33,ON
80,8,57,OFF
74,12,69,OFF
3,30,22,OFF
79,29,51,OFF
22,31,70,ON
33,14,23,OFF
15,8,63,OFF
48,34,55,ON
84,26,30,OFF
25,43,54,ON
58,18,42,ON
27,32,56,ON
85,14,34,ON
85,6,30,OFF
18,16,36,OFF
72,33,50,OFF
60,24,50,ON
81,24,45,ON
77,34,25,OFF
32,44,49,ON
29,2,47,OFF
56,38,66,ON
33,34,52,ON
42,27,43,OFF
84,35,27,OFF
69,40,60,ON
45,27,28,OFF
26,10,52,OFF
62,33,61,ON
30,41,54,ON
62,16,70,ON
13,33,37,ON
30,17,46,OFF
44,27,24,ON
83,43,29,ON
30,37,48,OFF
19,26,62,ON
44,1,28,OFF
24,33,23,ON
34,38,28,ON
30,44,20,ON
4,28,55,ON
27,32,50,ON
82,9,43,OFF
55,38,25,ON
22,42,23,ON
6,27,58,ON
85,14,24,OFF
12,25,39,OFF
65,15,49,OFF
85,33,44,OFF
20,30,21,ON
77,27,57,ON
77,22,49,ON
68,43,37,ON
77,13,47,OFF
18,13,60,ON
43,33,20,ON
49,44,21,ON
2,9,43,ON
41,21,50,OFF
12,44,50,ON
44,43,23,ON
66,30,36,ON
89,0,41,OFF
50,31,33,ON
45,8,32,ON
43,16,43,OFF
1,9,38,ON
56,16,39,OFF
26,8,22,OFF
79,35,29,ON
38,32,67,ON
41,11,47,OFF
9,37,54,ON
81,37,53,OFF
32,25,53,OFF
80,2,61,OFF
31,16,38,ON
23,21,40,OFF
56,10,63,OFF
40,12,47,OFF
89,25,64,OFF
67,45,54,ON
53,43,51,ON
21,15,70,OFF
44,25,65,ON
30,18,33,ON
13,38,41,ON
59,36,59,ON
30,42,42,ON
22,15,28,OFF
44,26,28,ON
40,9,29,OFF
10,29,27,ON
39,16,38,OFF
35,28,65,ON
36,39,27,ON
1,26,41,ON
43,30,49,ON
37,12,41,ON
16,17,33,ON
16,16,25,ON
26,43,23,OFF
72,9,62,OFF
65,34,47,OFF
3,2,30,ON
77,33,53,ON
61,9,47,OFF
19,14,55,ON
9,40,27,ON
6,0,36,OFF
78,4,34,OFF
57,14,49,ON
7,45,59,ON
76,4,60,OFF
15,21,36,OFF
75,39,37,ON
71,12,20,OFF
20,35,54,ON
76,36,34,OFF
17,43,45,ON
42,3,69,OFF
44,17,47,ON
58,39,62,ON
56,26,38,ON
14,2,46,ON
46,43,55,ON
43,35,70,ON
5,21,69,ON
53,23,22,ON
70,39,23,OFF
34,9,28,OFF
57,6,20,ON
48,40,21,ON
38,19,41,OFF
6,25,69,ON
9,32,38,ON
46,35,56,ON
51,38,50,ON
62,4,31,OFF
65,16,67,ON
52,37,61,ON
88,4,39,OFF
59,1,55,OFF
52,43,52,ON
24,6,28,OFF
64,33,69,OFF
68,0,56,OFF
87,23,24,OFF
77,3,25,OFF
26,14,63,ON
15,19,63,ON
22,37,67,ON
81,20,28,OFF
26,24,52,ON
46,16,41,OFF
56,43,38,ON
58,6,43,OFF
38,1,45,OFF
54,31,70,ON
88,39,34,OFF
24,32,48,ON
80,42,50,OFF
32,32,63,ON
29,45,58,ON
47,11,39,ON
25,36,28,ON
38,26,53,ON
89,11,56,OFF
45,10,50,ON
11,23,40,ON
18,36,50,ON
40,8,52,OFF
89,2,32,OFF
61,29,25,OFF
65,42,35,OFF
48,22,20,ON
55,45,30,ON
68,6,62,OFF
20,36,65,ON
76,31,28,ON
51,44,48,ON
88,36,46,ON
85,43,26,OFF
31,0,68,OFF
42,32,44,ON
6,11,30,ON
63,33,38,OFF
82,36,24,OFF
14,20,68,ON
66,13,62,OFF
73,26,32,OFF
5,33,24,ON
84,0,57,OFF
18,11,30,OFF
70,28,33,OFF
40,26,29,OFF
33,39,60,OFF
50,15,39,ON
43,4,25,OFF
53,31,64,ON
71,9,25,OFF
57,3,33,OFF
46,16,27,ON
64,0,64,OFF
39,9,53,OFF
54,4,32,OFF
9,9,30,ON
37,32,30,ON
84,38,56,ON
4,10,61,ON
68,17,62,OFF
53,8,34,OFF
90,40,36,OFF
68,39,68,ON
30,14,41,ON
20,43,22,ON
4,5,23,ON
45,0,63,OFF
31,31,46,OFF
84,4,31,OFF
90,38,22,OFF
50,36,40,ON
41,36,41,ON
19,45,29,ON
40,3,24,OFF
31,19,27,ON
63,17,25,OFF
81,17,48,OFF
18,38,22,ON
17,44,63,ON
5,0,33,OFF
78,0,32,OFF
36,44,45,OFF
50,19,23,OFF
89,38,61,OFF
4,21,60,ON
51,3,70,OFF
85,33,51,OFF
45,5,52,OFF
69,36,70,OFF
54,27,27,ON
35,35,32,ON
31,35,22,ON
53,19,29,OFF
59,33,44,OFF
51,11,56,OFF
8,16,39,ON
3,36,62,ON
4,38,55,ON
49,7,69,ON
43,0,58,OFF
51,31,23,ON
78,30,51,ON
14,42,41,ON
15,19,35,ON
48,41,25,ON
73,42,41,OFF
41,23,36,ON
47,8,40,OFF
89,39,48,OFF
84,2,68,OFF
82,0,64,OFF
80,5,58,OFF
68,9,24,OFF
52,5,24,ON
9,0,26,ON
36,23,34,ON
35,12,61,OFF
18,25,31,OFF
49,10,31,OFF
53,8,31,ON
43,3,55,OFF
18,0,30,ON
2,43,70,OFF
56,44,31,ON
20,18,56,ON
57,2,44,OFF
27,11,63,ON
87,4,59,OFF
81,36,44,OFF
60,15,24,OFF
37,7,41,OFF
48,22,55,OFF
22,5,44,ON
42,43,51,ON
9,3,34,ON
13,4,66,OFF
76,45,57,OFF
89,34,39,ON
63,5,33,OFF
14,6,28,ON
52,6,26,OFF
38,1,70,ON
70,8,52,OFF
9,23,44,ON
65,11,66,ON
68,8,68,ON
46,26,48,ON
49,23,49,OFF
76,32,30,OFF
81,37,34,ON
81,22,49,OFF
42,8,27,OFF
53,13,21,OFF
48,5,28,OFF
39,5,61,OFF
83,42,70,OFF
43,4,66,OFF
55,32,55,ON
39,5,54,OFF
65,15,46,ON
76,15,27,OFF
49,38,69,OFF
43,33,59,ON
50,34,55,ON
27,0,70,OFF
55,7,26,OFF
50,14,34,ON
67,40,58,ON
83,9,61,OFF
2,24,22,OFF
18,0,33,OFF
29,9,48,OFF
67,45,33,ON
32,35,49,ON
82,22,57,OFF
18,27,36,ON
34,28,27,ON
15,40,57,ON
77,28,62,OFF
73,39,38,OFF
38,1,39,OFF
45,13,55,OFF
53,18,26,OFF
4,40,44,ON
37,9,57,OFF
31,31,54,OFF
73,23,47,OFF
65,12,24,OFF
38,7,28,OFF
74,32,59,OFF
24,34,53,ON
71,15,52,OFF
23,44,61,OFF
44,30,56,ON
76,11,64,ON
85,39,29,ON
34,4,39,OFF
49,20,70,ON
47,26,22,ON
29,11,47,ON
59,7,49,OFF
29,27,42,ON
40,18,53,OFF
16,15,33,ON
30,30,25,ON
16,32,69,ON
46,29,61,OFF
7,8,56,ON
82,11,21,OFF
4,14,34,ON
1,38,64,OFF
77,30,63,OFF
12,11,20,ON
42,3,56,ON
47,25,41,OFF
27,2,38,OFF
55,42,42,ON
9,40,48,ON
12,16,31,OFF
52,19,29,OFF
21,30,43,ON
51,8,65,ON
30,23,65,OFF
90,23,36,OFF
87,14,49,OFF
28,3,59,OFF
1,27,39,ON
77,34,47,ON
61,36,63,OFF
23,44,62,ON
29,6,51,OFF
15,4,21,ON
57,14,59,ON
86,21,28,OFF
42,18,27,OFF
3,7,34,ON
6,26,57,ON
14,24,42,OFF
6,27,36,OFF
1,4,56,OFF
51,14,50,OFF
14,23,40,ON
39,6,32,ON
39,14,69,ON
51,11,55,OFF
2,12,56,OFF
64,37,47,ON
48,6,43,OFF
31,23,68,ON
1,42,26,ON
21,16,42,OFF
26,18,70,ON
72,5,48,OFF
59,27,53,ON
51,12,33,ON
75,37,26,OFF
4,43,23,ON
30,30,34,ON
28,45,66,ON
16,13,33,OFF
54,1,49,OFF
77,6,50,OFF
90,32,28,ON
41,21,48,ON
24,37,44,ON
10,15,22,ON
70,21,69,ON
1,31,20,OFF
73,0,38,OFF
84,35,54,OFF
13,29,46,ON
75,23,67,ON
18,2,23,ON
4,16,31,OFF
70,45,33,ON
33,5,33,ON
80,37,37,ON
23,27,31,ON
18,6,27,OFF
50,17,31,ON
88,41,20,OFF
42,19,43,ON
31,18,56,OFF
24,38,20,ON
76,11,69,OFF
65,7,36,ON
8,42,51,ON
26,7,60,OFF
18,20,69,ON
26,34,30,ON
49,40,30,ON
43,29,31,OFF
84,35,58,ON
82,17,48,OFF
25,11,40,ON
30,32,34,ON
40,8,32,OFF
72,14,59,OFF
21,7,44,ON
30,43,55,ON
5,16,46,OFF
19,30,68,ON
27,2,36,OFF
55,41,23,ON
90,45,54,OFF
63,20,21,OFF
75,33,58,ON
73,9,45,OFF
29,3,28,ON
1,45,24,ON
36,11,67,ON
37,45,53,OFF
50,22,51,ON
74,2,28,OFF
78,44,42,OFF
29,8,40,OFF
73,24,23,OFF
32,8,50,OFF
66,42,38,ON
40,21,52,ON
75,14,55,OFF
45,37,62,OFF
20,40,21,OFF
50,12,66,ON
41,30,47,ON
24,26,32,ON
24,14,24,OFF
2,15,47,ON
41,10,59,OFF
63,0,21,OFF
82,27,59,ON
72,7,42,OFF
48,16,64,ON
24,1,58,OFF
45,17,56,OFF
52,7,29,OFF
67,42,53,OFF
22,8,50,OFF
2,45,32,ON
54,40,24,ON
59,17,45,ON
66,21,67,OFF
6,44,52,ON
46,33,22,ON
17,44,21,ON
6,5,28,ON
53,7,37,ON
28,30,30,OFF
19,37,58,ON
82,22,67,OFF
36,13,41,OFF
7,17,27,ON
8,26,28,ON
78,5,46,OFF
2,6,27,ON
76,42,66,OFF
87,31,52,OFF
87,6,61,OFF
61,17,28,OFF
40,10,49,ON
82,14,22,OFF
25,30,45,ON
67,9,29,OFF
1,20,24,ON
65,38,21,ON
10,40,43,ON
28,27,50,OFF
72,1,47,OFF
5,40,47,ON
14,19,37,ON
66,29,38,ON
2,28,44,ON
8,1,20,OFF
33,45,45,OFF
72,22,68,ON
44,41,36,OFF
26,18,33,ON
78,40,67,OFF
28,30,49,ON
19,36,22,ON
54,24,43,ON
25,39,51,OFF
58,34,20,ON
24,40,48,ON
71,33,24,ON
70,25,52,OFF
33,28,38,ON
76,11,25,OFF
6,45,28,ON
19,25,68,OFF
64,23,59,OFF
86,16,30,OFF
59,19,39,ON
36,19,21,OFF
33,25,65,ON
10,41,60,ON
33,11,52,OFF
31,22,70,ON
32,42,23,ON
27,6,48,ON
39,41,56,ON
43,43,45,ON
69,2,36,OFF
15,16,36,ON
23,32,25,ON
77,1,49,OFF
29,26,21,ON
82,3,62,OFF
37,7,34,OFF
19,30,53,OFF
50,17,39,ON
78,45,33,ON
67,26,53,OFF
59,40,23,OFF
80,7,48,OFF
67,19,65,ON
43,5,67,OFF
2,25,40,OFF
86,12,55,OFF
71,35,50,OFF
5,6,20,OFF
5,42,56,ON
64,1,21,OFF
83,42,56,ON
33,22,26,OFF
44,38,60,ON
70,3,29,OFF
78,7,41,OFF
73,37,31,OFF
47,1,68,OFF
10,40,25,ON
12,4,37,ON
50,18,25,OFF
1,2,35,ON
85,32,50,OFF
24,32,43,ON
11,31,24,ON
52,16,50,OFF
19,38,33,ON
82,6,67,OFF
85,33,65,ON
22,39,49,ON
32,35,26,ON
15,37,55,ON
10,8,58,ON
28,12,45,ON
89,15,26,OFF
78,41,54,ON
82,24,27,OFF
75,13,57,OFF
53,16,36,ON
36,39,56,OFF
6,37,27,ON
81,8,48,OFF
35,11,30,OFF
87,7,46,OFF
46,0,54,OFF
75,44,69,OFF
58,16,35,ON
90,9,64,OFF
59,12,69,ON
24,7,53,ON
67,13,57,OFF
23,14,45,OFF
86,10,51,OFF
7,8,37,ON
86,18,62,OFF
79,15,32,ON
58,4,54,ON
77,30,27,OFF
68,22,52,ON
30,38,43,ON
90,8,23,OFF
46,39,58,ON
39,29,52,ON
29,8,62,OFF
47,5,35,ON
23,28,63,OFF
46,3,41,OFF
71,43,46,ON
48,16,63,OFF
81,8,49,OFF
76,36,45,OFF
83,34,35,OFF
7,44,60,OFF
43,33,49,ON
47,13,68,ON
3,43,30,ON
44,36,57,ON
6,10,39,OFF
12,39,51,ON
36,15,29,ON
15,27,46,ON
56,10,24,OFF
43,10,35,ON
27,18,44,ON
85,38,21,ON
40,23,20,ON
16,10,67,ON
16,42,51,ON
57,27,70,ON
69,10,54,OFF
50,38,43,ON
29,16,62,OFF
33,17,27,OFF
55,10,38,ON
43,4,44,ON
20,37,27,OFF
56,0,47,OFF
57,21,30,ON
12,5,39,ON
82,14,66,OFF
67,5,26,OFF
38,8,69,ON
12,1,42,OFF
49,18,40,ON
57,28,60,OFF
62,11,58,OFF
44,24,23,ON
60,35,29,OFF
88,34,34,ON
16,4,43,ON
52,41,56,ON
5,22,42,ON
67,16,61,OFF
27,6,40,OFF
8,26,64,ON
46,37,26,OFF
8,36,41,OFF
3,23,61,ON
26,41,22,ON
24,44,61,ON
87,31,31,ON
31,31,46,ON
84,17,61,OFF
73,30,24,OFF
42,21,47,OFF
89,32,40,ON
25,23,57,ON
88,40,68,ON
10,44,49,ON
43,31,24,OFF
31,45,39,ON
60,3,34,OFF
11,0,37,OFF
67,40,39,ON
76,7,28,OFF
13,22,44,ON
66,38,67,ON
21,26,41,ON
5,15,59,ON
31,40,35,OFF
87,0,20,OFF
37,33,51,ON
77,31,58,ON
50,6,69,ON
18,35,53,ON
61,36,56,OFF
75,37,30,OFF
86,18,41,ON
46,30,38,ON
8,2,50,OFF
12,45,28,ON
19,29,65,ON
47,37,62,ON
75,44,29,ON
45,5,34,ON
54,38,27,ON
66,29,49,ON
4,24,24,ON
33,33,52,OFF
20,41,67,ON
40,24,22,OFF
10,30,26,ON
77,44,22,OFF
82,28,20,OFF
8,39,58,ON
35,32,67,ON
67,4,52,OFF
11,33,37,ON
12,12,46,OFF
85,15,32,OFF
88,7,37,OFF
28,40,70,ON
30,4,69,OFF
55,22,47,OFF
1,3,20,ON
26,24,29,OFF
17,18,39,ON
45,25,26,OFF
34,40,52,ON
73,0,63,OFF
53,38,37,ON
26,13,64,ON
40,9,49,OFF
62,6,61,OFF
13,32,49,ON
22,26,49,ON
11,18,20,ON
28,1,62,OFF
9,32,25,ON
69,27,33,ON
6,14,39,ON
80,38,25,OFF
28,21,23,OFF
10,22,62,ON
47,11,52,OFF
16,34,47,ON
34,30,60,ON
89,12,66,ON
46,12,46,OFF
69,9,23,OFF
36,27,67,ON
35,40,67,ON
40,0,30,OFF
58,1,34,OFF
21,18,48,OFF
52,0,68,OFF
9,41,60,ON
7,41,45,ON
73,38,56,OFF
87,23,41,ON
50,25,26,OFF
81,29,26,OFF
6,16,26,ON
78,27,59,ON
35,0,61,OFF
26,4,65,ON
89,44,69,OFF
78,28,60,OFF
43,14,53,ON
37,28,59,ON
60,39,57,OFF
22,14,53,OFF
57,28,35,ON
83,8,29,OFF
71,11,23,OFF
37,32,48,ON
2,41,32,OFF
18,27,68,ON
83,15,37,OFF
5,9,64,OFF
77,5,30,OFF
30,25,63,OFF
53,43,40,ON
22,16,66,ON
47,42,58,ON
24,21,57,OFF
71,1,58,OFF
14,18,65,ON
33,4,68,OFF
39,10,40,OFF
37,0,60,OFF
66,19,68,OFF
12,43,64,ON
77,38,30,ON
87,17,39,OFF
49,45,22,ON
41,7,41,OFF
26,15,22,ON
41,35,41,ON
85,3,65,ON
14,29,55,OFF
43,11,25,OFF
45,17,24,ON
74,26,25,OFF
39,14,64,ON
57,32,25,ON
85,39,56,ON
17,18,23,ON
36,44,24,ON
40,26,38,OFF
83,26,39,ON
42,10,21,ON
31,44,53,ON
88,39,70,ON
14,15,28,ON
32,42,58,ON
77,38,48,ON
76,14,45,OFF
41,22,42,OFF
40,14,35,OFF
2,2,23,ON
61,42,49,OFF
81,17,63,OFF
90,25,64,OFF
9,28,69,ON
80,30,34,OFF
24,33,64,ON
31,5,48,OFF
2,41,53,ON
60,33,49,ON
49,40,57,ON
22,9,57,OFF
44,13,44,ON
63,39,38,ON
54,29,24,ON
4,44,63,OFF
40,15,40,ON
81,10,47,OFF
72,31,69,ON
9,2,46,OFF
68,45,62,OFF
59,8,69,ON
34,13,49,ON
20,14,22,ON
58,11,52,ON
42,38,44,ON
31,42,28,ON
76,12,64,OFF
77,23,62,OFF
57,39,30,ON
48,1,28,OFF
19,42,30,ON
45,33,62,ON
30,9,64,ON
36,5,70,OFF
41,7,63,OFF
10,28,37,ON
72,11,21,OFF
85,0,46,OFF
2,15,33,ON
56,40,50,ON
29,31,64,ON
35,24,40,ON
52,1,32,OFF
74,30,49,OFF
81,6,29,OFF
14,38,52,ON
87,43,45,OFF
69,9,38,OFF
6,33,44,ON
57,25,61,ON
39,16,54,ON
50,15,62,ON
32,24,57,OFF
30,6,30,OFF
53,24,47,ON
55,25,26,ON
83,23,29,OFF
36,20,56,OFF
87,1,27,OFF
7,11,20,OFF
62,10,42,OFF
64,36,63,ON
29,8,36,ON
37,35,64,ON
19,14,44,ON
66,29,54,ON
36,15,69,ON
45,21,42,ON
27,35,48,OFF
39,8,51,OFF
38,13,27,OFF
8,35,45,ON
88,23,67,OFF
13,36,63,ON
8,39,46,ON
64,26,56,OFF
2,42,22,ON
5,4,26,OFF
73,21,22,OFF
37,32,50,ON
81,45,24,OFF
1,22,30,ON
55,29,33,ON
46,23,53,ON
89,1,45,OFF
9,11,67,ON
66,44,68,OFF
87,37,67,ON
68,20,24,OFF
58,35,30,OFF
14,15,67,OFF
71,8,61,OFF
49,13,50,ON
17,17,45,OFF
69,9,41,OFF
90,11,21,OFF
9,29,36,ON
42,37,56,ON
67,15,37,ON
39,7,53,OFF
4,26,51,ON
22,41,66,ON
73,19,21,OFF
26,19,27,OFF
31,37,53,ON
17,4,62,OFF
68,22,46,OFF
14,22,62,ON
59,21,33,ON
19,25,25,OFF
35,38,50,ON
40,3,33,ON
57,6,24,OFF
23,7,61,OFF
36,19,42,ON
47,45,51,ON
21,28,31,OFF
89,6,48,OFF
3,10,39,ON
76,2,28,OFF
56,11,53,ON
75,16,41,OFF
7,4,57,ON
83,44,69,ON
83,10,33,ON
31,39,24,ON
27,4,58,OFF
38,24,25,OFF
54,9,63,OFF
82,13,66,OFF
48,44,39,ON
21,36,41,ON
60,1,33,OFF
14,19,46,ON
85,39,36,ON
51,41,50,ON
33,3,42,OFF
35,27,32,ON
54,20,22,OFF
83,24,21,OFF
70,24,21,OFF
86,45,64,ON
90,24,51,OFF
81,45,47,ON
79,44,66,ON
21,27,70,ON
11,12,41,ON
3,18,26,OFF
11,33,70,ON
31,3,35,OFF
76,25,34,OFF
53,21,38,ON
30,38,39,ON
10,36,20,OFF
35,40,57,ON
7,3,25,OFF
50,32,23,ON
52,26,32,OFF
54,41,63,OFF
2,17,59,ON
80,7,51,OFF
42,13,24,OFF
49,22,50,OFF
83,0,27,OFF
22,6,24,OFF
29,16,47,OFF
67,16,30,ON
90,12,63,OFF
71,20,34,OFF
4,7,29,ON
56,11,40,ON
28,42,54,ON
38,32,59,ON
30,28,66,ON
61,17,38,OFF
81,32,22,OFF
10,10,63,ON
17,31,28,OFF
32,44,59,ON
30,6,57,ON
51,5,51,OFF
37,12,35,ON
87,8,44,OFF
26,16,53,OFF
83,25,69,ON
57,20,61,ON
89,37,25,OFF
58,8,22,OFF
43,5,27,ON
70,12,26,OFF
76,32,23,OFF
66,18,35,ON
31,34,59,ON
17,14,40,ON
40,23,36,ON
28,35,69,ON
10,6,43,ON
29,40,32,ON
16,39,61,ON
50,1,26,OFF
19,8,42,ON
64,10,27,OFF
78,17,21,OFF
61,28,36,ON
80,44,60,ON
60,18,67,ON
66,6,59,OFF
24,25,43,ON
66,1,30,OFF
35,4,67,ON
18,15,32,ON
65,44,62,ON
73,27,20,OFF
3,29,28,ON
1,3,58,ON
10,23,47,ON
34,33,38,ON
11,36,30,ON
87,42,23,OFF
3,16,46,OFF
75,22,33,OFF
71,11,56,OFF
2,3,27,ON
34,27,30,OFF
40,24,43,ON
34,0,42,OFF
47,40,51,ON
84,42,39,ON
4,33,32,OFF
76,42,56,OFF
75,6,42,OFF
65,7,52,OFF
74,14,67,ON
9,41,50,ON
26,24,48,ON
67,14,62,OFF
23,1,26,OFF
24,28,63,OFF
66,32,61,ON
33,27,53,ON
48,7,28,OFF
73,3,28,OFF
43,10,65,OFF
28,30,47,ON
52,40,70,ON
40,35,37,ON
8,17,27,ON
3,17,63,ON
2,4,57,OFF
9,41,26,ON
4,0,30,OFF
22,43,30,ON
57,0,60,OFF
59,10,39,OFF
21,29,34,ON
4,14,69,OFF
78,36,50,OFF
12,45,59,ON
26,39,57,ON
49,14,64,ON
28,11,63,OFF
54,17,69,ON
46,9,57,OFF
9,6,23,ON
90,30,37,ON
88,16,30,OFF
52,29,26,ON
90,8,43,OFF
18,40,55,ON
45,18,57,OFF
36,27,58,ON
46,17,64,ON
53,28,63,OFF
36,38,59,ON
7,15,46,ON
18,6,44,ON
12,2,51,ON
1,13,28,ON
2,33,21,ON
54,34,20,ON
25,13,51,OFF
16,27,46,ON
44,38,44,ON
16,30,61,ON
51,40,67,OFF
74,35,29,ON
64,34,37,ON
24,16,24,OFF
83,18,68,OFF
38,1,47,OFF
8,30,45,ON
67,27,41,ON
62,16,23,OFF
58,45,24,ON
30,41,45,ON
61,28,63,OFF
43,29,48,ON
22,40,51,ON
44,34,26,ON
32,18,66,ON
42,27,56,ON
25,8,57,OFF
1,17,30,ON
28,12,47,ON
24,39,22,ON
55,28,54,ON
28,44,50,OFF
35,12,38,ON
44,0,55,OFF
63,16,52,OFF
80,5,57,OFF
88,21,31,OFF
43,37,65,ON
79,30,60,ON
3,24,65,ON
66,25,23,OFF
26,14,29,OFF
63,16,62,OFF
82,26,28,OFF
10,15,31,ON
56,45,57,ON
41,31,60,ON
8,26,27,ON
46,37,49,ON
10,0,56,OFF
77,18,30,OFF
69,27,43,OFF
14,7,35,ON
65,28,52,OFF
9,14,59,ON
28,23,38,OFF
20,44,40,ON
30,21,32,OFF
41,37,33,ON
